,tweets,user_name,location,geo,entities,sentiment
217, PS: Congratulations! Sounds like you had a lovely intimate wedding day. I hope you get to celebrate w… ,Abbott_Psych,UCL Institute of Education ,,[],"{'neg': 0.0, 'neu': 0.392, 'pos': 0.608, 'compound': 0.9523}"
218,"If Our Dear Leader truly cared about unemployment and inequality, he wouldn't support the… ",fux0r,Durban,,[],"{'neg': 0.23, 'neu': 0.401, 'pos': 0.37, 'compound': 0.484}"
219,TV drama goes viral: the German-Danish series that foresaw Covid-19 ,makisstasinos,"Athens, Greece.",,"[('German', 'NORP')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
220,"Emirates will pay for your medical treatment, hotel quarantine, and even your funeral if you catch COVID-19 while t… ",Asmali77,"#Eastleigh, Nairobi ",,[],"{'neg': 0.187, 'neu': 0.813, 'pos': 0.0, 'compound': -0.4404}"
221,"Hydroxychloroquine is not an effective treatment for COVID-19, according to the FDA  ",The1HeLetGetAwy,,,"[('FDA', 'ORG')]","{'neg': 0.188, 'neu': 0.812, 'pos': 0.0, 'compound': -0.3724}"
222,"Dua pekan terakhir, kasus Covid-19 di Pekanbaru melonjak terutama dari klaster RS ",republikaonline,"Jakarta, Indonesia",,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
223,People are dying and lives cut short from #cancer due to disruption in essential life saving treatment. Please sign ,coralroseradio,England UK ,,[],"{'neg': 0.201, 'neu': 0.699, 'pos': 0.1, 'compound': -0.3182}"
224,Después que pase el covid y mi futura e inexistente graduación me quiero ir a México como por dos meses o más.😓,louu_boo,El Salvador,,"[('México', 'GPE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
225,Riposte COVID-19 : les Etats-Unis offrent du matériel informatique au gouvernement de Côte d’Ivoire ,ivoiremessages,COTE,,"[('les Etats-Unis', 'ORG'), ('du matériel informatique au', 'PERSON'), ('de Côte', 'PERSON')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
226,so we either dying from covid or now from hand sanitizer.. i cannottTtT ,KayleighPerezz,19 ♐︎,,[],"{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.4939}"
227, Humble request form you sir /mam please save our life🙌 some of the family have one child we are not b… ,AbhayMa10070532,India,,[],"{'neg': 0.0, 'neu': 0.776, 'pos': 0.224, 'compound': 0.6705}"
228,The Secretary of State for Health Matt Hancock: Stop unnecessary cancer deaths caused by the COVID disruptions and… ,JustGill2020,,,"[('State', 'ORG'), ('Matt Hancock', 'PERSON'), ('COVID', 'ORG')]","{'neg': 0.375, 'neu': 0.625, 'pos': 0.0, 'compound': -0.8402}"
229,Hasta cuándo el presidente   tomará con seriedad la pandemia del COVID 19 y actuará con responsabilid… ,ENMPCoahuila,Coahuila de Zaragoza,,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
230," La propia OMS comparó al COVID-19 con la gripe española, que infectó a 1/3 de la población mundial. Esto… ",EstivenPi,,,"[('La propia OMS', 'FAC'), ('la gripe española', 'FAC'), ('que infectó', 'PERSON'), ('1/3', 'CARDINAL')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
231,"   Un covid ? Lequel?..ni lui ni ses proches n""ont étés contaminés. Nous ne comptons pas..",RaymondBouillo1,"Marseille, France",,"[('ni lui ni', 'PERSON')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
232,Coco wasn’t interested in feline covid news but wants to know where the volleyball went!   ,ampy1464,,,[],"{'neg': 0.0, 'neu': 0.867, 'pos': 0.133, 'compound': 0.2828}"
233, Pota bilkul theek kita Main anti pti haan but covid da aaik he illaj vee Ainan nay nai kita karway… ,dentoon2002,"لاہور, پاکستان",,"[('Pota', 'ORG'), ('kita Main', 'ORG'), ('pti', 'ORG'), ('kita karway', 'PERSON')]","{'neg': 0.08, 'neu': 0.92, 'pos': 0.0, 'compound': -0.1655}"
234,Enhancing Customer Experience With Digital No Touch Payment In Covid-19 TimesRead :  ,winklix,"New York, USA",,"[('TimesRead', 'ORG')]","{'neg': 0.18, 'neu': 0.82, 'pos': 0.0, 'compound': -0.296}"
235,  ,Morne61573303,,,[],"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
236,The Secretary of State for Health Matt Hancock: Stop unnecessary cancer deaths caused by the COVID disruptions and… ,LifeBoatGeek,"Torpoint, England",,"[('State', 'ORG'), ('Matt Hancock', 'PERSON'), ('COVID', 'ORG')]","{'neg': 0.375, 'neu': 0.625, 'pos': 0.0, 'compound': -0.8402}"
237, ,HopeFloatsVA,"Chuckatuck Creek, VA",,[],"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
238,"    Uh, Covid hasn’t been around for a decade.",nick_nuther,"Vegas, baby.",,"[('a decade', 'DATE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
239,AfDB advances $27.4m to AU for COVID-19 response#BusinessAMLive #bbnaijalockdown2020,businessamlive,"Airport Road, Lagos, Nigeria",,"[('27.4', 'MONEY'), ('AU', 'ORG'), ('bbnaijalockdown2020', 'MONEY')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
240, AAAAHHH REALLY??? I DESPISE IT ALSO SRY I HAVEN'T POSTED MUCH ART RECENTLY IM GOING THROUGH A STRESS… ,DiosShoes,Drawing Gwess,,[],"{'neg': 0.188, 'neu': 0.812, 'pos': 0.0, 'compound': -0.4995}"
241,The Secretary of State for Health Matt Hancock: Stop unnecessary cancer deaths caused by the COVID disruptions and… ,ctleamington,Leamington Spa,,"[('State', 'ORG'), ('Matt Hancock', 'PERSON'), ('COVID', 'ORG')]","{'neg': 0.375, 'neu': 0.625, 'pos': 0.0, 'compound': -0.8402}"
242,"Usai Test Swab, 2 Pencari Suaka di Kalideres Positif Covid-19    #TauCepatTanpaBatas #BeritaTerkini #BeritaTerkini… ",okezonenews,Jakarta,,"[('Usai Test Swab', 'ORG'), ('2', 'CARDINAL'), '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
243,"COVID-19 के कुल मामले 14.83 लाख हुए, पिछले 24 घंटे में 47,703,राम मंदिर के लिए सज रही अयोध्या नगरी, पूरी दुनिया देखेगी भूमिपूजन",imaanand,Noida,,"[('14.83', 'CARDINAL'), ('24', 'CARDINAL')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
244,They just opened this week! Alcoa City Schools announced someone has tested positive for COVID-19 at its middle sch… ,Darlene_Edw,United States,,"[('this week', 'DATE'), ('Alcoa City Schools', 'GPE')]","{'neg': 0.0, 'neu': 0.822, 'pos': 0.178, 'compound': 0.5983}"
245,   My understanding is that all COVID-19 cases in aged care facilities in Victoria… ,AlanBixter,Australia,,"[('Victoria', 'GPE')]","{'neg': 0.0, 'neu': 0.789, 'pos': 0.211, 'compound': 0.4939}"
246,"Sales at Greggs are still 25%+ down on this time in 2019, the baker has said.The chain registered a £62.2m loss f… ",telebusiness,London,,"[('Greggs', 'ORG'), ('25%+', 'CARDINAL'), ('2019', 'DATE'), ('baker', 'PERSON'), ('62.2', 'MONEY')]","{'neg': 0.103, 'neu': 0.897, 'pos': 0.0, 'compound': -0.3182}"
247,Covid-19 accelerates South Africa's NHI plans ,BusinessTechSA,Gauteng,,"[('Covid-19 accelerates', 'ORG'), (""South Africa's"", 'GPE'), ('NHI', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
248, Por eso se va a Portugal.,ECastn,,,"[('Portugal', 'GPE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
249,Mundo - Covid-19: Brasil regista 614 mortes e 23.284 casos em 24 horas ,revistaSABADO,"Lisboa, Portugal",,"[('614', 'CARDINAL'), ('23.284', 'CARDINAL'), ('24', 'CARDINAL')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
250, #Bitcoin is indicator of World economy. Every-time economy shakes - BTC goes UP. BTC was created to… ,lostinhdr,,,"[('Bitcoin', 'PERSON'), ('BTC', 'ORG')]","{'neg': 0.0, 'neu': 0.882, 'pos': 0.118, 'compound': 0.25}"
251, No staff present at rainbow school to test covid 19 /refer ad in todays news papers.,Kuldeep57795482,"लखनऊ, भारत",,"[('19', 'CARDINAL')]","{'neg': 0.128, 'neu': 0.872, 'pos': 0.0, 'compound': -0.296}"
252,,Jack65203,Columbia MO,,[],"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
253,one of my friends tested positive for COVID-19 today ahaiajhw,Monokosmos_96,,,"[('one', 'CARDINAL'), ('today', 'DATE')]","{'neg': 0.0, 'neu': 0.544, 'pos': 0.456, 'compound': 0.7717}"
254, once covid clears up maybe I’ll have to see if the number one MIRA player in upstate NY can take the crown :p,EGOISM420,Equator Line 1st(they/them),,"[('one', 'CARDINAL'), ('MIRA', 'ORG')]","{'neg': 0.0, 'neu': 0.8, 'pos': 0.2, 'compound': 0.4588}"
255, Masuk ICU covid lagi sedih ...,pinchorsalt,Malaysia,,"[('Masuk ICU', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
256,When men leave to go out; when children are away at school; the hour it takes to commute to work.. time alone in th… ,FaziliSana,,,"[('the hour', 'TIME')]","{'neg': 0.127, 'neu': 0.873, 'pos': 0.0, 'compound': -0.296}"
257, Stranger covid problem 😩,PavlikovskyJe,,,"[('Stranger', 'ORG')]","{'neg': 0.574, 'neu': 0.426, 'pos': 0.0, 'compound': -0.4019}"
258,"  Nice try, but you seem to have overlooked a few things.Suicides are way up.Murders ha… ",HerrDeux,,,[],"{'neg': 0.076, 'neu': 0.797, 'pos': 0.126, 'compound': 0.1901}"
259, I have had one treatment in 5 months and feel like my cancer is coming back need scan to confirm wished I had… ,JacquelineColl7,Birmingham ,,"[('one', 'CARDINAL'), ('5 months', 'DATE')]","{'neg': 0.177, 'neu': 0.723, 'pos': 0.1, 'compound': -0.4404}"
260,சென்னையில் கொரோனா நிலவரம் என்ன?#Chennai #COVID #COVID19 #coronavirus #CoronaUpdateswithJayaPlus ,jayapluschannel,Chennai,,"[('COVID', 'ORG'), '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
261,I may dislike cats but this shit sad as hell Cat becomes first animal to test positive for COVID-19 in the UK  ,thecoreymarks,Im a Disgrace blvd,,"[('Cat', 'ORG'), ('first', 'ORDINAL'), ('UK', 'GPE')]","{'neg': 0.466, 'neu': 0.409, 'pos': 0.125, 'compound': -0.9363}"
262,Militari con mitra e in assetto da guerra: le inutili (e umilianti) ronde anti-covid sulla spiaggia di Ventimigli..… ,Marco_Zum,Ovunque,,"[('Militari', 'GPE'), ('le inutili', 'PERSON'), ('Ventimigli', 'WORK_OF_ART')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
263,Klarifikasi atas beredarnya pemberitaan RS diuntungkan dari kasus Covid-19 ,VazaNadia,Indonesia,,"[('Klarifikasi atas beredarnya', 'PERSON')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
264, Sounds like one of those Sinn Fein loopers.  They don't obey the Covid-19 rules anyway.,JakeBar66365454,,,"[('Sinn Fein', 'ORG')]","{'neg': 0.0, 'neu': 0.848, 'pos': 0.152, 'compound': 0.3612}"
265,"Ensuring women’s equal representation, participation and leadership in all COVID-19 response is essential to preven… ",fair_wl,,,[],"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.2732}"
266,"I knew the switch from CDC to HHS Covid-19 reports could be problematic, but I didn't expect it to be this clear th… ",TheJWittz,"Seattle, WA",,"[('CDC', 'ORG'), ('HHS', 'ORG')]","{'neg': 0.078, 'neu': 0.762, 'pos': 0.16, 'compound': 0.4678}"
267, ,ChunkyFluffball,Republic of Croatia,,[],"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
268,"COVID-19 Claims Two More Lives, J&amp;K Toll Now 231 - ",KashmirLife,"Srinagar, Kashmir.",,"[('Two', 'CARDINAL'), ('231', 'CARDINAL')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
269,"Every year flood happen in Bihar , why there is no precaution planning taken by Nitish Govt. The same way in Covid… ",bebak_awaz,,,"[('Every year', 'DATE'), ('Bihar', 'GPE'), ('Nitish Govt', 'PERSON'), ('Covid', 'PRODUCT')]","{'neg': 0.099, 'neu': 0.901, 'pos': 0.0, 'compound': -0.296}"
270," Massive financial mismanagement by Tories, meanwhile Annie Wells expresses ‘fury’ about an SNP logo o… ",indyscotnews,Europe,,"[('Tories', 'ORG'), ('Annie Wells', 'ORG'), ('SNP', 'ORG')]","{'neg': 0.0, 'neu': 0.875, 'pos': 0.125, 'compound': 0.25}"
271,"  If you are infected with covid while shopping at Wal-Mart, get a lawyer, get alot of lawyers.",Jennife60434825,,,"[('Wal-Mart', 'ORG')]","{'neg': 0.176, 'neu': 0.824, 'pos': 0.0, 'compound': -0.4939}"
272,"As we battle against Covid-19, let us also be wary of Hepatitis – a disease that affects millions every year.… ",flamingohealth_,"Mumbai, India",,"[('Hepatitis', 'PERSON'), ('millions every year', 'DATE')]","{'neg': 0.133, 'neu': 0.867, 'pos': 0.0, 'compound': -0.3818}"
273, I thank that is an covid symptom. Get checked,jesse06ray,,,[],"{'neg': 0.0, 'neu': 0.737, 'pos': 0.263, 'compound': 0.3612}"
274,"I lost a friend today. They didn't die, they are  just a covid conspiracy theorist. Moreover a everything’s a cons… ",Pollypossible,"England, United Kingdom",,"[('today', 'DATE')]","{'neg': 0.247, 'neu': 0.477, 'pos': 0.275, 'compound': 0.1645}"
275,【2020年7月28日付更新】#インウェブアウト留学センター 更新：ハワイ州の #新型コロナウイルス （COVID-19）に関連する情報を随時更新し掲載、また、渡航に関する情報も同時に掲載しております。#ハワイ #コロナ… ,inwebout,日本 東京,,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
276,Most Covid cases in Telangana in 31-40 years age group. ,sushilrTOI,"Hyderabad, India",,"[('Telangana', 'GPE'), ('31-40 years age', 'DATE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
277,モロッコの地方自治体は、フェズでの症例数の増加に対応し、フェズでのショップ、カフェ、美容院の午後8時以降の営業を禁止しました。追って通知があるまで継続されます。#モロッコ… ,moroccohyakka,"Fez, Fès-Boulemane",,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
278,"    When Trump finally gets COVID-19 (and he will), please treat hi… ",Leeny_Doll,,,"[('Trump', 'PERSON')]","{'neg': 0.0, 'neu': 0.643, 'pos': 0.357, 'compound': 0.6124}"
279,"Nearly 7 million more children could suffer from acute malnutrition due to Covid-19 pandemic,… ",OsendpNutrition,,,"[('Nearly 7\xa0million', 'CARDINAL')]","{'neg': 0.239, 'neu': 0.761, 'pos': 0.0, 'compound': -0.5809}"
280,swab covid teramatlat perit ye kakak kakak abang abang,pacehah,,,"[('swab', 'NORP'), ('perit ye kakak', 'PERSON'), ('abang abang', 'PERSON')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
281,The Secretary of State for Health Matt Hancock: Stop unnecessary cancer deaths caused by the COVID disruptions and… ,rachaelmck,"Salford, England",,"[('State', 'ORG'), ('Matt Hancock', 'PERSON'), ('COVID', 'ORG')]","{'neg': 0.375, 'neu': 0.625, 'pos': 0.0, 'compound': -0.8402}"
282, explains why Covid-19 could become a mass-extinction event for small and medium-sized companies. Anywhere… ,splainerin,India,,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
283,Antisipasi penyebaran covid 19 dan paham radikalisme #JagaNKRIdariHTIdanCovid ,sorot45,,,"[('Antisipasi penyebaran', 'PERSON'), ('19', 'CARDINAL')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
284, Wale si walivuta ule mzigo wa Covid-19? sio kuwa wanatimiza masharti kweli,Giftedlawyer,"Dar es Salaam, Tanzania",,"[('Wale', 'PERSON')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
285,"Mia mamma non vuole prestarmi il bagaglio a mano perché “vai in Francia, c’è il covid, meglio di no” 🥳🥳🥳🥳",september199six,april 4 2018 / Mystic Falls,,"[('Mia', 'ORG'), ('Francia', 'GPE'), ('c’è', 'GPE')]","{'neg': 0.109, 'neu': 0.891, 'pos': 0.0, 'compound': -0.296}"
286, To squeeze us and covid which is curricular,CorporateTO,,,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
287,"If you have symptoms, get a test today #COVID19 #NORTHAMPTONSHIRE #NorthantsTogether ",NTelegraph,Northamptonshire,,"[('today', 'DATE'), '', ('NorthantsTogether', 'PERSON')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
288, लखनऊ विश्वविद्यालय द्वारा आयोजित होने वाली बीएड परीक्षा का सेंटर 200-300km दूर बनाया जा रहा है।।।ऐसे… ,PankajV88697334,"Allahabad, India",,"[('सेंटर 200-300km', 'MONEY'), ('बनाया', 'LAW')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
289,Disappointingly resetting the “Days since Bolsonaro contracts COVID” back from 7 to 0 at the Brazilian US Embassy ,h_e_n_r_y_s,"New York, NY",,"[('the “Days', 'DATE'), ('Bolsonaro', 'PERSON'), ('COVID', 'ORG'), ('7', 'CARDINAL'), ('0', 'CARDINAL'), ('Brazilian', 'NORP')]","{'neg': 0.162, 'neu': 0.838, 'pos': 0.0, 'compound': -0.4404}"
290,Baleerrr xtau ke skng musim covid ni ... Nk politik pun berfikir ,qiejafry_,,,"[('Baleerrr xtau ke skng', 'PERSON'), ('Nk', 'PERSON')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
291,"Quel dommage de ne pas avoir créer l'""Union Méditerranéenne""sous  : #opportunités #gestiondesrisques… ",laurence_bonnin,"Paris, France",,"[('l\'""Union', 'ORG'), '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
292, You really turned a corner during this Covid Volatility mate...showing a lot of other trader's just how its done,KellyFe48495867,"Gold Coast, Queensland",,"[('Covid Volatility', 'LOC')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
293, i don't get how they can even be doing this. This covid committee is not the Australian Govt. how do we end this farce?,nqwatcher,Australia,,"[('Australian', 'NORP')]","{'neg': 0.124, 'neu': 0.876, 'pos': 0.0, 'compound': -0.481}"
294,I’m constantly flipping between anger and despair these days with regard to visiting my grandmother. It’s becoming… ,inconceivablykt,,,"[('these days', 'DATE')]","{'neg': 0.295, 'neu': 0.705, 'pos': 0.0, 'compound': -0.7414}"
295,"По словам председателя ФСМС, рассматриваются разные виды помощи — от поликлиники до реабилитационных центров и сана… ",villagekz,Kazakhstan,,"[('ФСМС', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
296,"If your parents are involved in the Covid heist, please tell them to channel the funds towards small black business at least.",Silindokuhle_,"Johannesburg, South Africa",,"[('Covid', 'NORP')]","{'neg': 0.0, 'neu': 0.901, 'pos': 0.099, 'compound': 0.3182}"
297,*Very Very Urgently Required A Positive Plasma Donors as the patient is on VENTILATOR*👉 Patient Name : VENKATESH👉… ,ShanmukaBhavani,"Hyderabad, India",,"[('VENTILATOR', 'ORG'), ('VENKATESH', 'PERSON')]","{'neg': 0.0, 'neu': 0.795, 'pos': 0.205, 'compound': 0.5945}"
298,The ban on tobacco by the government has been disastrous. It has led to the illegal cigarette trade industry to mak… ,MadKay15,"Pretoria, South Africa",,[],"{'neg': 0.381, 'neu': 0.619, 'pos': 0.0, 'compound': -0.9022}"
299,Pakistan urges worshippers to buy sacrificial animals online to prevent Covid-19 surge | Malay Mail ,malaymail,Malaysia,,"[('Pakistan', 'GPE'), ('| Malay Mail', 'PERSON')]","{'neg': 0.0, 'neu': 0.805, 'pos': 0.195, 'compound': 0.2263}"
300,ಚೀನಾದಲ್ಲಿ ಸದ್ದಿಲ್ಲದೆ ಹೆಚ್ಚಾಗುತ್ತಿದೆ ಕೊರೋನಾ ಸೋಂಕಿತರ ಸಂಖ್ಯೆ..! ,MasthMagaa,,,"[('ಕೊರೋನಾ ಸೋಂಕಿತರ', 'PRODUCT')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
301,Les  commentaires... représentatifs du bordel international. #covid ,French_bean,"Lille, France",,"[('représentatifs du bordel', 'PERSON')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
302,  JackBREAKING: American Doctors Address COVID-19 Misinformation with SCOTUS Press Confere… ,Shawgirl72,"Washington, USA",,"[('American Doctors Address COVID-19 Misinformation', 'ORG'), ('SCOTUS Press Confere', 'ORG')]","{'neg': 0.204, 'neu': 0.796, 'pos': 0.0, 'compound': -0.3182}"
303,Antisipasi penyebaran covid 19 dan paham radikalisme #JagaNKRIdariHTIdanCovid ,sorot45,,,"[('Antisipasi penyebaran', 'PERSON'), ('19', 'CARDINAL')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
304,M'era venuto qualche dubbio che #Bocelli fosse scemo ... 'sto video me l'ha risolto definitivamente.👍Andrea Boce… ,Solegiallorosso,"Roma, Lazio",,"[(""M'era"", 'ORG'), ('Bocelli fosse', 'FAC'), ('Andrea Boce', 'PERSON')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
305,سوق تقنيات التصوير الحيوي تحليل الأثر العالمي والإقليمي لـ Covid-19: تصوير براكو ، esaote و bayer – السياحة ,NewsAyn,,,"[('سوق تقنيات', 'PERSON'), ('الحيوي تحليل الأثر', 'PERSON'), ('تصوير براكو', 'PERSON')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
306,Pandemic Expert: U.S. Schools Aren't Ready To Open Due To COVID-19 | The...  via … ,musicov197,,,"[('U.S.', 'GPE')]","{'neg': 0.15, 'neu': 0.85, 'pos': 0.0, 'compound': -0.2755}"
307,"Three policemen, including a sub-inspector, suspended for alleged laxity in connection with kidnapping and murder o… ",JantaKaReporter,,,"[('Three', 'CARDINAL')]","{'neg': 0.375, 'neu': 0.625, 'pos': 0.0, 'compound': -0.8316}"
308," He’s trying to keep the covid out, but not the cocaine.",Saulville,"Los Angeles, CA",,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
309,The Secretary of State for Health Matt Hancock: Stop unnecessary cancer deaths caused by the COVID disruptions and… ,leanne8866,,,"[('State', 'ORG'), ('Matt Hancock', 'PERSON'), ('COVID', 'ORG')]","{'neg': 0.375, 'neu': 0.625, 'pos': 0.0, 'compound': -0.8402}"
310, How does anyone believe we can come up with a safe vaccine when we can’t even come up with a safe and reli… ,BrokeCalifornia,"Homelessville, CA",,[],"{'neg': 0.0, 'neu': 0.766, 'pos': 0.234, 'compound': 0.7003}"
311,En  nos tomamos muy en serio tu salud y hemos fumigado contra el #COVID con  #TeCuidamos… ,VallAgenda,"Valladolid, Castilla y León",,"[('nos', 'ORG'), ('y hemos', 'PRODUCT'), ('COVID', 'ORG'), ('TeCuidamos', 'PERSON')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
312,Traveling all over the place but scared to get covid. The logic... where is it?,AsSHaTtAcKk,Lost... always lost...,,[],"{'neg': 0.216, 'neu': 0.784, 'pos': 0.0, 'compound': -0.5927}"
313," Hay tanta pendejada pasa curar el COVID-19MX!! No hay hará el día de hoy algo q ayude, nunca habrá cura nunc… ",cesarol27906392,,,"[('el día de hoy algo q ayude', 'PERSON'), ('nunca habrá cura', 'GPE')]","{'neg': 0.128, 'neu': 0.872, 'pos': 0.0, 'compound': -0.4184}"
314,Northam urges Virginians to prepare for hurricane season amid COVID-19 pandemic ,NBC12,"Richmond, VA",,"[('Northam', 'ORG'), ('Virginians', 'NORP'), ('hurricane season', 'EVENT')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
315,COVID has caused some of us lots of pain but the upgrading of our public healthcare infrastructure has been the sil… ,DanielMaithyaKE,"Nairobi, Kenya",,"[('COVID', 'ORG')]","{'neg': 0.097, 'neu': 0.903, 'pos': 0.0, 'compound': -0.2846}"
316,"  85% dei morti PER il Covid-19, 15% CON il Covid-19 (dati dell'ISS). Ammesso che questa distinzione abbia un senso",MarabottiMarco,"Toscana, Italia",,"[('85%', 'PERCENT'), ('15%', 'PERCENT'), ('il', 'GPE'), (""dell'ISS"", 'DATE'), ('Ammesso', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
317,Pemkab Wonogiri Siapkan Tiga Tempat Isolasi untuk Nakes Positif Covid-19 - #INDONESIA,IDCorner,"Central Java, Indonesia",,"[('Tiga Tempat Isolasi', 'PERSON'), ('Nakes Positif', 'PRODUCT')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
318,Cuando participamos en la Comisión por el Futuro de Zaragoza 🤝 pedimos ayudas al comercio de proximidad y las peque… ,ActoraConsumo,"Zaragoza, España",,"[('de proximidad y las peque', 'PERSON')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
319,Intel-powered supercomputers advancing #COVID19 research at scales from global to microscopic #HPC #IAmIntel ,IoTogether,"München, Bayern",,"[('Intel', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
320,"Los dispositivos personales nos ayudan mucho, pero nos 'venden' mucho también. (New York Times Report… ",RafaelPalominoP,"Alicante, España",,"[('Los dispositivos', 'GPE'), ('nos ayudan mucho', 'PERSON'), (""pero nos '"", 'PERSON'), ('mucho también', 'WORK_OF_ART'), ('New York Times Report', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
321,"Right deployment model, strong partnerships, and the balance between technology and human empathy - these are the c… ",TP_Greece,Greece,,[],"{'neg': 0.0, 'neu': 0.829, 'pos': 0.171, 'compound': 0.5106}"
322,"Column from today on Temple &amp; Webster’s numbers today. Clearly a question mark on its current valuation, but zoom w… ",MrJThomson,Melbourne,,"[('today', 'DATE'), ('Temple &amp', 'ORG'), ('Webster', 'PERSON'), ('today', 'DATE')]","{'neg': 0.0, 'neu': 0.907, 'pos': 0.093, 'compound': 0.2144}"
323,In case you missed it in early July. Written by  : Scenarios for the Covid-19 and Post-Covid-19 Worlds – a… ,kdel1473,"Canberra, Australia",,"[('early July', 'DATE')]","{'neg': 0.115, 'neu': 0.885, 'pos': 0.0, 'compound': -0.296}"
324,Another 70 billion loan to the country 😔COVID will never end in sa,VallyM,"Johannesburg, South Africa",,"[('70 billion', 'CARDINAL'), ('COVID', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
325,Lady Zamar slams the government officials for stealing COVID-19 funds ,news365coza,Johannesburg,,"[('Lady Zamar', 'PERSON')]","{'neg': 0.291, 'neu': 0.709, 'pos': 0.0, 'compound': -0.5719}"
